TASK_GROUP	TASK_ID_FIRST	TASK_ID_LAST	TASK_NAME	TASK_OVERDATE	SYNC_FLAG	CLIENT_FLAG	TASK_DESCRIBE
2024	10	10	(tiểu) Tinh Khí Tán (ưu đãi) hạn chế mỗi ngày lãnh 5 bình, log cơ số		1		
2024	11	11	(tiểu) Hoạt Lực Tán (ưu đãi) hạn chế mỗi ngày lãnh 5 bình, log ngày		1		
2024	12	12	(tiểu) Hoạt Lực Tán (ưu đãi) hạn chế mỗi ngày lãnh 5 bình, log cơ số		1		
2024	13	13	(đại) Tinh Khí Tán mỗi ngày hạn chế 5 bình, log ngày		1		
2024	14	14	(đại) Tinh Khí Tán mỗi ngày hạn chế 5 bình, log cơ số		1		
2024	15	15	(đại) Hoạt Lực Tán mỗi ngày hạn chế 5 bình, log ngày		1		
2024	16	16	(đại) Hoạt Lực Tán mỗi ngày hạn chế 5 bình, log cơ số		1		
2024	17	17	Sử dụng loại hình rương mở rộng		1		
2024	18	19	Tu Luyện Đơn-hạn chế sử dụng		0		
2024	20	20	Tiểu Tinh Khí Tán-số lần sử dụng thêm		1		
2024	21	21	Tiểu Hoạt Khí Tán-số lần sử dụng thêm		1		
2024	22	22	Sử dụng loại hình rương mở rộng		1		
2025	1	1	Đồng khóa		1		
2025	2	2	Độ bền cơ quan		1		
2026			Sử dụng hệ thống hoạt động		1	0	
2027	1	1	Sử dụng cập nhật đột xuất (2008.05.23)		1	0	
2027	2	2	CB-sử dụng phát thưởng hoạt động (2008.06.06 đến 2008.07.06)				
2027	3	3	Sử dụng lãnh phần thưởng di dân (2008.06.24 đến 2008.06.30)				
2027	4	8	Server khuyến mãi căn cứ đăng nhập và đẳng cấp để phát thưởng		1	0	
2027	9	9	Sử dụng cập nhật đột xuất (2008.08.12) (thời gian nếu bị lỗi có thể sử dụng bồi thường)		1	0	
2027	10	10	Sử dụng bồi thường tiền cho Item phổ thông 		1	0	
2027	11	19	Phần thưởng tân thủ, dành cho game thủ phản hồi giai đoạn CB				
2027	20	23	Hoạt động kỷ niệm 20 năm Kim Sơn		1	0	
2027	24	27	Hoạt động giáng sinh-nguyên đán 2008		1	0	
2027	28	50	Hoạt động nguyên tiêu 2009		1	0	
2027	51	51	Hoạt động nguyên tiêu 2009-ném tuyết		1	0	
2027	52	54	Nạp thẻ nhận Lệnh bài Uy danh giang hồ		1	0	
2027	55	55	Trị số cụ thể khi nạp thẻ nhận Lệnh bài uy danh giang hồ		1	0	
2027	56	65	Lễ trồng cây 2009				
2027	66	66	Bồi thường 1 giờ kinh nghiệm cơ bản (2009.04.13 đến 200904.15)	20090515			
2027	67	67	Ký hiệu sửa biến lượng nhiệm vụ thám thính quân doanh ban đầu	20090609			
2027	68	68	Nhận lương bản Phúc Lợi		1		
2027	69	69	Tiêu chí nhận thưởng hệ thống Sứ giả Kiếm Thế bản 09				
2027	70	70	Số lần được dùng đồng mua Hòa Thị Bích				
2027	71	72	Dùng Trứng May Mắn				
2027	73	73	Ký hiệu kích hoạt túi quà hợp tác với Lenovo		1	0	
2027	74	74	Ký hiệu nhận túi quà hợp tác với Lenovo		1	0	
2027	75	75	Nhận Uy danh giang hồ kích hoạt nhân vật				
2027	76	76	Ký hiệu kích hoạt túi quà hợp tác với Pepsi		1	0	
2027	77	77	Ký hiệu nhận túi quà hợp tác với Pepsi		1	0	
2027	80	81	Túi Tân Thủ Võ Lâm thế gia				
2027	82	88	Yêu Bài Võ Lâm thế gia				
2027	89	89	Số lần dùng Bánh trung thu Nguyệt Mãn Tây Lầu (tối đa 100)    		1	0	
2027	90	90	Giãn cách dùng lệnh bài Bổ tu				
2027	91	91	Hòa Thị Bích tăng thời gian các lần (Thời gian giãn cách giữa 2 lần quá 20 ngày sẽ bị mất)				
2027	92	92	Ký hiệu kích hoạt túi quà hợp tác với Dell		1	0	
2027	93	93	Ký hiệu nhận túi quà hợp tác với Dell		1	0	
2027	94	100	Hoạt động Noel năm mới 2009		1	0	
2027	101	112	Trồng cây tháng 6 (Việt Nam)		1	0	
2027	113	113	Số đạo cụ kinh nghiệm sử dụng mỗi ngày		1	0	
2027	114	153	Hoạt động World Cup 2010		1	0	
2027	154	154	Số lần được dùng đồng mua Anh Hùng Lệnh				
2027	155	155	Anh Hùng Lệnh tăng số lần (Thời gian giãn cách giữa 2 lần quá 20 ngày trở về 0)				
2027	156	157	Kích hoạt nạp thẻ		1	0	
2027	157	157	Có thể dùng đồng mua số lần Huy Chương Thịnh Hạ				
2027	158	158	Thời gian tăng số lần Huy Chương Thịnh Hạ (thời gian giãn cách 2 lần hơn 20 ngày sẽ về 0)				
2027	159	159	Có thể dùng đồng mua số lần Tinh Hoa Dịch				
2027	160	160	Thời gian tăng số lần Tinh Hoa Dịch (thời gian giãn cách 2 lần hơn 20 ngày sẽ về 0)				
2027	161	161	Có thể dùng đồng mua số lần Hòa Thị Bích				
2027	162	162	Thời gian tăng số lần Hòa Thị Bích (thời gian giãn cách 2 lần hơn 20 ngày sẽ về 0)				
2027	163	168	Tết trồng cây tháng 9 Việt Nam__Có xung đột		1	0	
2027	164	164	Số lần dùng Đồng mua Bạch Ngọc__Xung đột với phiên bản Việt Nam				
2027	165	165	Thời gian tăng Bạch Ngọc (hai lần cách nhau quá 20 ngày trở về 0)__Xung đột với phiên bản Việt Nam				
2027	169	173	Hoạt động Quốc Khánh 2010		1	0	
2027	174	176	Mở phần thưởng chức năng mới của phiên bản		1	0	
2027	177	177	Số lần mở rương Noel		1	0	
2027	178	189	Thêm tư cách mua đạo cụ_VN		1	0	
2027	190	192	Hoạt động Niên Thú năm mới		1	0	
2027	193	194	Số lần mua túi 24 ô		1	0	
2027	195	202	Thêm tư cách mua đạo cụ_VN		1	0	
2027	203	204	Số lần Tuyết Hồn Lệnh		1	0	
2027	205	210	Thêm tư cách mua đạo cụ_VN		1	0	
2027	211	219	Hoạt động Đoan Ngọ	20110615		1	0
2027	220	221	Rương chứa đồ 4		1	0	
2028	1	3	Đấu trường gia tộc (phó bản)		1	0	
2028	4	4	Ghi chép thời gian tham gia Tống Kim hôm nay		1	0	
2028	5	5	Tổng số trận tham gia thi đấu gia tộc		1	0	
2028	6	6	Số người bị gia tộc đánh bại lần gần nhất		1	0	
2028	7	7	Số liên trảm lớn nhất của gia tộc lần gần nhất 		1	0	
2028	8	8	Gia tộc chiến-Tổng số đánh bại		1	0	
2028	9	9	Đấu đơn-Đánh bại nhiều nhất		1	0	
2028	10	10	Đấu đơn-Liên trảm nhiều nhất		1	0	
2029	1	1	Online phân phối điểm kỹ năng		1	1	
2029	2	2	Online phân phối điểm kỹ năng		1	1	
2029	3	3	Treo máy lúc đang phân phối điểm gây ra trạng thái		0	0	
2030	1	4	Sử dụng Ốc biển truyền thanh		0	0	1:Thời gian chat lần trước, YYYYMMDD; 2: Số lần trả tiền*1000+số lần miễn phí; 3: cấp Chat lần trước, 4: số lần Chat liên Server
2031	1	1	Số lần có thể tiếp tục nhận nhiệm vụ		1		
2032	1	1	Giấy phép bày bán, thời gian tích lũy bày bán		1		
2033	1	1	Bạc khóa		1		
2034	1	1	Số lượng tiêu phí đồng				
2034	2	2	Tích lũy tiêu hao đồng				
2034	3	3	Tích lũy tiêu hao đồng (tháng)				
2034	4	4	Tích lũy tiêu hao đồng (trong tháng)				
2034	5	5	Hoạt động khuyến mãi, tích lũy số lượng đồng tiêu xài		1		
2034	6	6	Sử dụng đủ 500 đồng sẽ trả lại 100 đồng khóa. Số lần đã nhận		1		
2034	7	7	Số lần nhận đồng khóa tháng trước có phải đã tẩy về 0?				
2034	8	8	Tiêu phí đồng trong tháng-Người chơi Thịnh Đại				
2034	9	9	Tiêu phí đồng trong tháng-Người chơi Thịnh Đại				
2034	10	10	Túi Tân Thủ		1	0	
2035			Lưu trạng thái tin tức		1	1	
2036	1	20	Nhiệm vụ thương hội		1	0	
2037	1	40	Hoạt động thu thập danh thiếp		1	0	
2038	1	1	Hoạt động pháo hoa	20090701			
2038	2	5	Hoạt động OB	20090701			
2038	6	8	Tích lũy đến 48 điểm, mỗi ngày sẽ nhận được 30 phút x2 kinh nghiệm, Truyền tống phù, Càn Khôn phù				
2038	9	9	Hoạt động pháo hoa Thịnh Hạ 2009	20090901			
2039	1	4	Bách gia bình chọn	20090701			
2039	5	9	Tuyển chọn gia tộc Thịnh Hạ 2009	20091001			
2040	1	4	Nhiệm vụ truy nã		1	0	
2040	5	5	Võ Lâm Mật Tịch (sơ)		1	0	
2040	6	6	Tẩy Tủy Kinh (sơ)		1	0	
2040	7	7	Nhiệm vụ truy nã-biến lượng khi đánh quái của nhiệm vụ rơi ra vật phẩm		1	0	
2040	8	8	Võ Lâm Mật Tịch (trung)		1	0	
2040	9	9	Tẩy Tủy Kinh (trung)		1	0	
2040	10	10	Mật tịch võ lâm cao cấp (Bánh ít thập cẩm)		1	0	
2040	11	11	Tẩy Tủy Kinh cao cấp (Bánh ít bát bảo)		1	0	
2040	12	18	Khu vực x4		1	0	
2040	20	20	Thái Vân Truy Nguyệt (cộng điểm tiềm năng)		1	0	
2040	21	21	Thương Hải Nguyệt Minh (cộng điểm kỹ năng)		1	0	
2040	22	23	Truy Nã		1	0	
2041			Lưu điểm vinh dự		1	0	
2042			Lưu xếp hạng vinh dự		1	0	Chú ý: Biến lượng của nhiệm vụ này là tạm thời, sau này có thể xoá
2043	1	101	Nhiệm vụ quân doanh		1	0	
2044	1	11	Đạo cụ quân doanh		1	0	
2045	1	100	Dùng trên Server thể nghiệm				
2046	1	2	Hoạt động Trung Thu		1	0	
2047	1	14	Hoạt động Vương Lão Cát				
2048	1	1	Gia tộc phó bản số lần tham gia mỗi ngày				
2048	2	2	Thi đấu môn phái-số lần tham gia mỗi ngày				
2048	3	3	Đào bảo-số lần tham gia mỗi ngày				
2048	4	4	Nhiệm vụ truy nã-số lần tham gia mỗi ngày 				
2048	5	5	Đoán Hoa Đăng-số lần tham gia mỗi ngày 				
2048	6	6	Tống Kim-số lần tham gia				
2048	7	7	Tổng kinh nghiệm gia công kỹ năng sống				
2048	8	8	Tổng kinh nghiệm chế tạo kỹ năng sống				
2049			Hệ thống chúc phúc		1	0	
2050	1	5	Vượt ải Tiêu Dao cốc		1		
2050	20	40	Khiêu chiến Tiêu Dao Cốc (thẻ)		1		
2050	41	50	Khiêu chiến Tiêu Dao Cốc				
2050	51	52	Đổi bạc không khóa		1	0	
2050	53	53	Mỗi ngày nhận miễn phí dược phẩm Tiêu Dao Cốc		1		
2050	54	54	Độ khó Tiêu Dao Cốc hiện tại		1		
2050	55	65	Tích lũy Tiêu Dao Cốc		1		
2050	66	70	Tiêu Dao Hoàn Thần Đơn		1		
2051			Sử dụng server thể nghiệm dự phòng				
2052	1	8	Võ Lâm Liên Đấu				
2052	9	20	Võ Lâm Liên Đấu cùng Client		1	0	
2053	1	27	Trang bị tài phú tuần này				
2054	1	1	Thời gian tạo mới điểm vinh dự lần trước		0	0	
2054	2	2	Lưu đẳng cấp Vinh Dự Võ Lâm		1	0	
2054	3	3	Lưu đẳng cấp Vinh Dự Thủ Lĩnh		1	0	
2054	4	4	Lưu đẳng cấp Vinh Dự Tài Phú		1	0	
2054	5	5	Bỏ giá trị tích lũy		1	0	
2054	6	6	Kích hoạt giá trị đồng hành		1	0	
2054	7	7	Thống kê tổng tích lũy rời mạng		1	0	
2055	1	1	Người chơi gửi đồng ở Tiền trang (tổng số)		1		
2055	2	2	Người chơi gửi bạc ở Tiền trang (tổng số)		1	0	
2055	3	3	Người chơi rút đồng hiện tại (tối đa)		1	0	
2055	4	4	Người chơi rút bạc hiện tại (tối đa)		1	0	
2055	5	5	Rút đồng tối đa (thời gian hiệu lực)		1	0	
2055	6	6	Rút bạc tối đa (thời gian hiệu lực)		1	0	
2055	7	7	Đồng chưa có hiệu lực (tối đa)		1	0	
2055	8	8	Bạc chưa có hiệu lực (tối đa)		1	0	
2055	9	9	Log không đủ đồng khóa		0	0	
2055	10	10	Log không đủ bạc khóa		0	0	
2055	11	11	Thời gian rút đồng		0	0	
2055	12	12	Số lượng đồng rút trong ngày		0	0	
2055	13	13	Thời gian rút bạc		0	0	
2055	14	14	Số lượng bạc rút trong ngày		0	0	
2056	1	15	vip chiếm chỗ				
2057	1	1	Log thời gian người chơi có thể trực tiếp lãnh tiền		1		
2058	1	500					
2059	1	5	Dữ liệu lãnh thổ đồng bộ		1	0	
2059	6	18	Lãnh thổ tranh đoạt chiến		0	0	
2060	1	1	Bồi thường nhiệm vụ quân doanh				
2061	1	1	Thời gian người chơi lãnh thưởng hoạt động tuần này				
2062	1	3	log nhiệm vụ theo dấu-ID nhiệm vụ		1	1	
2062	4	4	Log người chơi hiện tại đã kích hoạt các kỹ năng buff		1	1	
2063	1	1	IP đăng nhập lần trước		0	0	
2063	2	2	Thời gian đăng nhập lần trước (OnLogin- trị số này có thể dị thường)		0	0	
2063	3	3	Log ID người chơi liên Server				
2063	4	4	Tài khoản có bị khóa hay không		0	0	
2063	5	12	Chuyển server ghi lại tên cổng thông tin server ban đầu của người chơi				
2063	13	15	Chuyển server ghi lại vị trí ở server ban đầu của người chơi				
2063	16	17	Lần đăng nhập trước		0	0	
2063	18	20	Số ngày đăng nhập trong tháng		1	0	
2063	21	21	Thời gian tích lũy đăng nhập trong ngày		1	0	
2064	1	13	Lôi đài (Ném tuyết)		1	0	
2064	14	23	Thi đấu (Thuyền Rồng)		1	0	
2065	1	1	Gộp Server ưu tiên thời gian Tu Luyện Châu lần trước		0	0	
2065	2	2	Người chơi có phải đã lãnh bồi thường thời gian luyện công sau khi gộp server?		0	0	
2065	3	3	Bồi thường thời gian luyện công cho người chơi sau khi gộp server		0	0	
2066			Số lần vào Tàng bảo đồ		1		
2067	1	1	Thời gian Sư đồ tham gia Bạch Hổ Đường (số lần)		0	0	
2067	2	2	Thời gian Sư đồ tham gia Tống Kim (số lần)		0	0	
2067	3	3	Thời gian Sư đồ tham gia Lôi đài môn phái (số lần)		0	0	
2067	4	4	Thời gian Sư đồ tham gia truy nã (số lần)		0	0	
2067	5	5	Thời gian Sư đồ tham gia Nhiệm vụ nghĩa quân(số lần)		0	0	
2067	6	6	Sư đồ truyền công tuần này (số lần)		0	0	
2067	7	7	Thời gian người chơi truyền công lần trước		0	0	
2067	8	9	Hạn chế sử dụng Tu Luyện Hoàn (8 biểu thị thời gian người chơi sử dụng Tu Luyện Hoàn, 9 biểu thị số lần người chơi sừ dụng Tu Luyện Hoàn trong ngày hôm đó)		0	0	
2067	10	11	Số lần xin bái sư trong ngày		1	0	
2067	12	12	Ngày nhận buff sư đồ lần trước của đệ tử		1	0	
2067	13	13	Ghi chép số quan hệ xuất sư		1	0	
2069	1	5	Hoạt động Quốc khánh 2009 (thu thập thẻ)		1	0	
2069	6	61	56 thẻ dân tộc hoạt động Quốc khánh 2009 (thu thập thẻ)		1	0	
2069	70	71	56 thẻ dân tộc hoạt động Quốc khánh 2009 (thu thập thẻ)		1	0	
2069	72	74	Trung thu 2009 bắt thỏ		1	0	
2069	75	78	Bắt thỏ ngọc 2010		1	0	
2069	79	82	Ăn bánh trung thu 2010		1	0	
2070	1	5	Hệ thống quảng cáo viên				
2070	6	9	Hệ thống quảng cáo viên		1	0	
2080	1	1	Bạc khóa đổi bạc không khóa		1	0	
2081	1	1	Biến lượng nhiệm vụ bang hội				
2081	2	5	Hạn chế sử dụng Thỏi bạc bang hội		1	0	
2525	2	2	Đã bỏ-xin đừng sử dụng		1	1	
2082	1	5	Mời người chơi cũ quay lại, log tin tức hoàn thành nhiệm vụ		1	0	
2082	6	8	Mời người chơi cũ quay lại, ký hiệu người chơi cũ		1	0	
2082	9	13	Hoạt động mời người chơi cũ quay lại, nhận lời chúc phúc của những người chơi thường Online		1	0	
2082	14	14	Mời người chơi cũ quay lại, số lần người chơi cũ nhận chúc phúc		1	0	
2082	15	16	Mời người chơi cũ quay lại, (15 người chơi cũ lập tức rời khỏi gia tộc, 16 người chơi cũ sẽ gia nhập gia tộc)		1	0	
2082	17	17	Mời người chơi cũ quay lại, có phải đã có quan hệ người mời		1	0	
2082	18	18	Mời người chơi cũ quay lại, thời gian thành lập quan hệ người mời		1	0	
2082	19	26	log lãnh thưởng người chơi cũ quay lại		0	0	
2083	1	1	Tích lũy tháng lãnh lần trước				
2083	2	2	Số lần đã lãnh qua				
2083	3	3	Người chơi VIP đổi tích lũy tháng thứ 1 còn dư		1		
2083	4	4	Người chơi VIP đổi tích lũy tháng thứ 2 còn dư		1		
2083	5	5	Người chơi VIP đổi tích lũy tháng thứ 3 còn dư		1		
2083	6	6	Người chơi VIP đổi tích lũy tháng thứ 4 còn dư		1		
2083	7	11	VIP hoàn trả tháng 12/2009		0		
2084	1	10	Liên quan việc Võ Lâm chuyển Kiếm Thế		1	0	
2085	1	1	Kéo dài tách trang bị		0	0	
2085	2	2	Kéo dài tách đồng hành		0	0	
2085	3	3	Kéo dài xóa đồng hành		0	0	
2085	4	4	Kéo dài mở khóa trang bị đồng hành		0	0	
2085	5	5	Chân nguyên hoãn mở khóa		1	0	
2086	1	10	Liên quan Bách Bảo Rương		1	0	
2087	1	20	Thời gian tiếp nhận của Client Script Hộp thư		1	1	
2088			Biến lượng trạng thái Client Script Hộp thư		1	1	
2089	1	20	Số thứ tự Client Script Hộp thư đối ứng		1	1	
2090	1	1	Tự động hủy thời gian cấm nói				
2090	2	2	Tự động hủy chức năng thiên lao				
2091			Sử dụng Chỉ lệnh Online bản Ma Lai				
2091	1	1	(Mã Lai) biểu tượng  kích hoạt "Lễ bao Tân thủ"		1	0	
2091	2	2	(Mã Lai) biểu tượng  kích hoạt "Vật phẩm Tân thủ"		1	0	
2091	3	3	Đài Loan- ký hiệu nhận vật phẩm lãnh thổ		1	0	
2092			Sử dụng Chỉ lệnh Online bản Snda				
2092	1	1	Kinh nghiệm cơ bản phiên bản Thịnh Đại tặng	20090731			
2092	2	2	Bản Thịnh Đại_Trao tặng Bạch Câu Hoàn	20090731			
2092	3	3	Bản Thịnh Đại_1/6 tặng mặt nạ	20090731			
2092	4	4	[Thông dụng] Kênh vận hành chỉ lệnh tặng kinh nghiệm				
2092	5	5	[Thông dụng] Kênh vận hành chỉ lệnh tặng Bạch Câu Hoàn				
2092	6	6	[Thông dụng] Kênh vận hành chỉ lệnh tặng cường hóa giảm 20%				
2092	7	7	Bản Snda thăng cấp tặng kinh nghiệm	20090831			
2092	8	10	Sử dụng Script Bản Snda				
2093			Sử dụng Chỉ lệnh Online bản Kingsoft				
2093	1	1	Ghi chép sửa nhận thưởng Tiêu Dao Lục	20090731			
2093	2	2	Hợp khu thất bại bồi thường 3 giờ thời gian Bạch Câu	20090731			
2093	3	3	Hợp khu thất bại bồi thường đồng đã giao dịch	20090731			
2093	4	4	Ghi chép sửa nhận thưởng Tiêu Dao Lục	20090731			
2093	5	8	Biến lượng hoạt động trực tuyến	20090830			
2093	9	9	Bá Chủ Ấn sửa trực tuyến	20090728			
2093	10	10	Phiên bản Kingsoft online sửa lỗi mỹ nữ hack hoa hồng khấu trừ ký hiệu	20091220			
2093	11	11	Phiên bản Kingsoft online sửa lỗi mỹ nữ hack hoa hồng khấu trừ giá trị còn dư	20091220			
2093	12	12	Phiên bản Kingsoft online sửa lỗi mỹ nữ hack hoa hồng khấu trừ người trơi trong sạch	20091220			
2093	13	13	Bản KingSoft Quốc khánh cuồng nhiệt				
2093	14	14	Thưởng bồi thường Đại Hội Võ Lâm				
2093	15	15	Thưởng thêm bồi thường Đại Hội Võ Lâm				
2093	16	17	Phiên bản OB biến lượng pháo hoa quá hạn thay đổi				
2093	18	18	Sửa bug hoạt động Tết 2010				
2093	19	20	2010-Túi tiền Thanh Minh				
2093	21	21	Tuyển chọn mỹ nữ Đại Hội Võ Lâm				
2093	22	22	Biến lượng nhiệm vụ bồi thường Võ lâm liên đấu				
2093	23	23	Giãn cách giữa 2 lần đăng giá giao dịch đồng (chính thức)				
2093	25	25	Bồi thường gộp server Sina				
2093	26	26	Hoàn trả túi quà tháng Duba				
2093	27	27	Hạn chót nhận túi quà đặc biệt				
2093	28	30	Rút thưởng năm 2011				
2093	31	31	Số lần chỉnh sửa bug Dạ Lam Quan				
2093	32	32	Ghi chép bồi thường ủy thác rời mạng gộp server				
2093	33	35	Phục hồi người chơi cũ trở về				
2093	36	36	Phần thưởng bồi thường Lệnh bài võ lâm liên đấu				
2093	37	37	Nhận sức chiến đấu Lâu Lan Cổ Thành				
2093	38	42	Hoạt động kinh nghiệm máy chủ xanh				
2093	43	44	Vật phẩm hoạt động Tinh Anh Đoan Ngọ 				
2094	1	12	Thống kê những người chơi bị lỗi				
2094	50	69	Ghi chép tổng số lần nhân vật tham gia hoạt động				
2095	1	512	Hoạt động tuyển chọn mỹ nữ	20091001			
2095	513	514	Kỹ năng buf tuyển chọn mỹ nữ				
2096			Bảng hệ thống hoạt động				
2097	1	18	Biến lượng liên quan nhiệm vụ khai môn Lãnh thổ chiến		1	0	
2097	19	19	Ký hiệu người chơi đã phỉ báng hoặc bái tượng		1	0	
2097	20	20	Ký hiệu người chơi đã phỉ báng hoặc bái tượng		1	0	
2098	1	11	Liên quan Tần Lăng		1	0	
2099	1	1200	Quan chiến		0	0	
2100	1	2	Chiêu mộ gia tộc		0	0	
2101	1	5	Nhận định tư cách Đại Hội Võ Lâm		1	0	
2102	1	30	Đại Hội Võ Lâm		0	0	
2103	1	100	Cuộc thi đấu gia tộc		1	0	
2104	1	4	Trị ban đầu của tiền dùng chung liên server		0		
2105	1	5	Xử lý người chơi làm mới đạo cụ không hợp pháp		1		
2106	1	3	[Hệ thống Chiến Thần] Du Long Quật		0	0	
2106	4	5	[Hệ thống Chiến Thần] Du Long Quật-Trứng vui vẻ		1	0	
2106	6	6	[Hệ thống Chiến Thần] Du Long Quật		0	0	
2106	7	7	[Hệ thống Chiến Thần] Du Long Quật		0	0	
2106	8	9	[Hệ thống Chiến Thần] Du Long Quật		0	0	
2106	10	11	[Hệ thống Chiến Thần] Du Long Quật		0	0	
2106	12	12	[Hệ thống Chiến Thần] Du Long Quật		0	0
2106	13	14	[Hệ thống Chiến Thần] Du Long Quật		0	0
2107			Hệ thống thành tựu		1	0	
2108	1	40	Liên quan Vip chuyển server		1	0	
2109	1	5	Phó Bản Sư Đồ				
2110	1	100	Bồi thường biến lượng gộp server		1	0	
2111	1	30	Toàn cục Võ lâm liên đấu		1	0	
2112	1	2	Cơ số dùng sách kinh nghiệm đồng hành		1		
2112	3	4	Sử dụng cơ số Thiệp lụa		1		
2113	1	34	Hoạt động Tết 2010		1	0	
2114	1	30	Hệ thống kết hôn		1	0	
2115	1	2	Lệnh bài Uy danh giang hồ		1	0	
2116	1	100	Hộp lưu trữ		1	0	
2117			Phiên bản Việt Nam dùng				
2117	1	1	Phiên bản Việt Nam dùng-Túi Quà Kích Hoạt				
2118	1	15	[Thủ Tháp] Cương Thi Đại Chiến Thực Vật Nhân 		1	0	
2119	1	15	Lễ lao động 		1	0	
2120			Danh sách túi quà				
2121	1	8	Nạn động đất				
2122	1	1	Hỗ trợ trang bị				
2122	2	2	Quà Tặng				
2122	3	3	Ngân Lượng				
2122	4	4	Nhiệm Vụ				
2122	5	5	Hành Trang				
2122	6	6	Hành Trang				
2123	1	1	Linh Hồn				
2124	1	1	Rương Hoàng Kim				
2124	2	2	Rương Bạch Ngân				
2124	3	3	Rương Thanh Đồng				
2124	6	6	Rương Huyền Thiết				
2124	4	4	Bánh Trung Thu				
2124	5	5	Túi Phúc				
2125	1	1	Danh Hiệu 2010				
2125	2	2	Hoa Hồng Nhận Hàng Ngày				
2125	3	3	Hoa Hồng Nhận Hàng Ngày				
3000	1	3	Nhận thưởng hàng ngày (add; 1-ngày 2-đếm số lần 3-tính thời gian)		0	0	
3004	1	3	Nhận thưởng hàng ngày (add; 1-ngày 2-đếm số lần 3-tính thời gian)		0	0	
4000	1	10	Task Nhận Bộ Trang Bị 6x				
4001	1	10	Task Nhận Rương Thần Kỳ				
4002	1	10	Task Nhận Thưởng Hỗ Trợ Bạc Khóa(2-10)				
4006	1	10	Task Nạp Thẻ Lần Đầu				
4057	1	10	Task GIFTCODE				
7094	1	10	Task Nạp Thẻ Lần Đầu				
7127	1	10	Task Nạp Thẻ Lần Đầu				
7130	1	10	Task Hồi Ức Kiếm Thế - Hoạt Động 1				
7131	1	10	Task Hồi Ức Kiếm Thế - Hoạt Động 2				
7132	1	10	Task Hồi Ức Kiếm Thế - Hoạt Động 3				
7135	1	10	Task Hải Tặc 90				
7140	1	10	Task Thủ Vệ Tương Dương Phủ(9,10- Rương May Mắn)				
7141	1	10	Task Thủ Vệ Lâm An Phủ(9,10- Shop DBL)				
7145	1	10	Task Rương May Mắn(9,10- Đổi Rương Vỏ Sò)				
7150	1	10	Task Rương May Mắn(9,10- Đổi Rương Vỏ Sò)				
7170	1	10	Task Thưởng TOP Tháng(1,3,4(Tuần 3))				
7180	1	10	Task Event 20/11				
7004	1	20	Task Event 20/11				
5000	1	10	Task Event 20/11				
7181	1	10	Task Chưa Dùng Tới				
7182	1	10	Task Chưa Dùng Tới				
7183	1	10	Task Chưa Dùng Tới				
7184	1	10	Task Chưa Dùng Tới				
7185	1	10	Task Chưa Dùng Tới				
7186	1	10	Task Chưa Dùng Tới				
7187	1	10	Task Chưa Dùng Tới				
7188	1	10	Task Chưa Dùng Tới				
7189	1	10	Task Chưa Dùng Tới				
7190	1	10	Task Chưa Dùng Tới				
7191	1	10	Task Chưa Dùng Tới				
7192	1	10	Task Chưa Dùng Tới				
7193	1	10	Task Chưa Dùng Tới				
7194	1	10	Task Chưa Dùng Tới				
7195	1	10	Task Chưa Dùng Tới				
7196	1	10	Task Chưa Dùng Tới				
7197	1	10	Task Chưa Dùng Tới				
7198	1	10	Task Chưa Dùng Tới				
7199	1	10	Task Chưa Dùng Tới				
7200	1	20	Task Nhận Thưởng Thăng Cấp				
7500	1	20	Task Vận Tiêu				
7501	1	20	Task Vận Tiêu				
7502	1	20	Task Vận Tiêu				
7503	1	20	Task Vận Tiêu				
7504	1	20	Task Vận Tiêu				
7505	1	20	Task Vận Tiêu				
7506	1	20	Task Vận Tiêu				
7507	1	20	Task Vận Tiêu				
7508	1	20	Task Vận Tiêu				
7509	1	20	Task Vận Tiêu				
7510	1	20	Task Vận Tiêu				
7511	1	20	Task Vận Tiêu				
7512	1	20	Task Event Valentine				
7513	1	20	Task Vận Tiêu				
7514	1	20	Task Vận Tiêu				
7515	1	20	Task Vận Tiêu				
7519	1	20	Task Vận Tiêu				
7550	1	20	Task Nhận Mốc Thưởng Thương Hội				
7555	1	20	Task Nhận Mốc Thưởng Thương Hội				
7556	1	20	Task Nhận Mốc Thưởng Thương Hội				
7557	1	20	Task Nhận Mốc Thưởng Thương Hội				
7558	1	20	Task Shop Giảm Giá				
7559	1	20	Task Điểm Danh Hàng Ngày				
7560	1	20	Sự Kiện Giải Nhiệt Mùa Hè				
7570	1	10	Phụ bản Hàng Ngày 1				
7571	1	10	Phụ bản Hàng Ngày 2				
7572	1	10	Phụ bản Hàng Ngày 3				
7573	1	10	Phụ bản Hàng Ngày 4				
7574	1	10	Phụ bản Hàng Ngày 5				
7580	1	10	Sự Kiện Tháng 8(5,6,7,8-Sự kiện Nhất Đại Tông Sư)				
7600	1	10	Cuốc Đất(4)				
7601	1	10	Sự kiện Vui Hội Trăng Rằm				
7700	1	10	Task Nhận Hỗ Trợ S8 (1- Bộ 2x, 2- Vũ Khí 2x)				
7710	1	20	Task Mốc Nạp Thẻ				
7750	1	20	Task Đền Bù Bảo Trì				
7760	1	20	Task Tích Lũy Nạp Thẻ				
7770	1	20	Task Đếm Quái Hạ Gục				
7692	1	20	Task Tích Lũy Nạp Thẻ				
7695	1	20	Task Sự Kiện Tháng 1/2016				
